,spotify_id,name,followers,popularity,genres,chart_hits
15794,1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,604186.0,68,['australian hip hop'],"['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (2)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (2)', 'ua (2)', 'ae (1)', 'uy (1)', 'vn (1)']"
15801,1MIVXf74SZHmTIp4V4paH4,Mabel,1667921.0,70,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']","['us (2)', 'gb (9)', 'au (2)', 'at (3)', 'be (2)', 'bg (2)', 'ca (2)', 'cy (2)', 'cz (2)', 'dk (2)', 'eg (2)', 'ee (2)', 'fi (3)', 'fr (1)', 'de (2)', 'gr (2)', 'hk (2)', 'hu (3)', 'is (2)', 'in (2)', 'id (1)', 'ie (8)', 'il (2)', 'it (2)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'my (2)', 'mt (4)', 'ma (2)', 'nl (4)', 'nz (2)', 'no (4)', 'pa (1)', 'ph (2)', 'pl (2)', 'pt (2)', 'ro (2)', 'sa (2)', 'sg (2)', 'sk (2)', 'za (2)', 'es (1)', 'se (6)', 'ch (2)', 'tw (2)', 'th (2)', 'tr (1)', 'ae (2)', 'vn (2)']"
15818,0ECwFtbIWEVNwjlrfc6xoL,Eagles,8584362.0,75,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']","['us (3)', 'gb (2)', 'au (3)', 'at (2)', 'be (2)', 'ca (3)', 'cl (1)', 'cy (1)', 'ee (1)', 'de (2)', 'hu (1)', 'is (1)', 'ie (2)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (2)', 'mt (1)', 'nl (2)', 'nz (5)', 'no (1)', 'ch (2)']"
15820,47MpMsUfWtgyIIBEFOr4FE,Lunay,7253905.0,73,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']","['us (2)', 'ar (11)', 'be (1)', 'bo (12)', 'ca (1)', 'cl (17)', 'co (11)', 'cr (9)', 'cy (1)', 'do (12)', 'ec (11)', 'sv (10)', 'gr (1)', 'gt (12)', 'hn (10)', 'hu (1)', 'it (2)', 'lt (1)', 'lu (2)', 'mt (4)', 'mx (6)', 'ma (1)', 'nl (1)', 'ni (9)', 'pa (15)', 'py (13)', 'pe (11)', 'pt (2)', 'ro (1)', 'es (16)', 'ch (2)', 'uy (15)']"
15822,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,35053203.0,80,['electro house'],"['us (4)', 'gb (4)', 'ar (2)', 'au (6)', 'at (16)', 'be (9)', 'bo (4)', 'br (2)', 'bg (9)', 'ca (9)', 'cl (3)', 'co (3)', 'cr (3)', 'cy (8)', 'cz (12)', 'dk (12)', 'do (3)', 'ec (3)', 'eg (9)', 'sv (7)', 'ee (17)', 'fi (30)', 'fr (7)', 'de (13)', 'gr (9)', 'gt (5)', 'hn (3)', 'hk (17)', 'hu (13)', 'is (4)', 'in (11)', 'id (15)', 'ie (7)', 'il (3)', 'it (6)', 'jp (4)', 'lv (9)', 'lt (13)', 'lu (11)', 'my (15)', 'mt (10)', 'mx (4)', 'ma (2)', 'nl (9)', 'nz (3)', 'ni (4)', 'no (40)', 'pa (5)', 'py (4)', 'pe (4)', 'ph (8)', 'pl (11)', 'pt (8)', 'ro (6)', 'ru (2)', 'sa (6)', 'sg (17)', 'sk (12)', 'za (2)', 'kr (1)', 'es (6)', 'se (30)', 'ch (19)', 'tw (21)', 'th (8)', 'tr (5)', 'ua (1)', 'ae (3)', 'uy (2)', 'vn (18)', 'ad (1)']"
15875,19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,1477176.0,71,"['country rap', 'nashville hip hop', 'tennessee hip hop']",['us (1)']
15893,1ZwdS5xdxEREPySFridCfh,2Pac,13505422.0,79,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","['us (1)', 'gb (1)', 'au (2)', 'be (1)', 'bg (2)', 'ca (2)', 'cy (1)', 'is (2)', 'ie (3)', 'lt (1)', 'nl (1)', 'nz (2)', 'no (1)', 'ro (1)', 'sa (1)', 'ch (1)']"
15904,59wfkuBoNyhDMQGCljbUbA,Diddy,1355786.0,72,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']","['us (1)', 'pl (1)']"
15910,3r17AfJCCUqC9Lf0OAc73G,Fergie,5080656.0,69,"['dance pop', 'pop', 'post-teen pop', 'rap', 'urban contemporary']","['us (1)', 'gb (1)', 'ar (1)', 'au (3)', 'at (2)', 'be (1)', 'bo (1)', 'br (2)', 'bg (3)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (2)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (3)', 'is (2)', 'id (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (2)', 'nl (1)', 'nz (3)', 'no (4)', 'pa (1)', 'py (2)', 'pe (1)', 'ph (1)', 'pl (3)', 'pt (2)', 'sg (1)', 'sk (3)', 'es (1)', 'se (3)', 'ch (2)', 'tw (4)', 'tr (2)', 'uy (1)']"
15995,246dkjvS1zLTtiykXe5h60,Post Malone,38085069.0,89,"['dfw rap', 'melodic rap', 'rap']","['us (65)', 'gb (57)', 'ar (7)', 'au (54)', 'at (45)', 'be (43)', 'bo (16)', 'br (16)', 'bg (45)', 'ca (62)', 'cl (6)', 'co (9)', 'cr (25)', 'cy (44)', 'cz (45)', 'dk (55)', 'do (22)', 'ec (8)', 'eg (25)', 'sv (22)', 'ee (48)', 'fi (50)', 'fr (27)', 'de (45)', 'gr (44)', 'gt (21)', 'hn (24)', 'hk (38)', 'hu (48)', 'is (58)', 'in (19)', 'id (17)', 'ie (52)', 'il (36)', 'it (33)', 'jp (14)', 'lv (46)', 'lt (46)', 'lu (48)', 'my (41)', 'mt (42)', 'mx (12)', 'ma (17)', 'nl (51)', 'nz (54)', 'ni (15)', 'no (55)', 'pa (27)', 'py (11)', 'pe (5)', 'ph (24)', 'pl (34)', 'pt (49)', 'ro (45)', 'ru (3)', 'sa (21)', 'sg (39)', 'sk (54)', 'za (36)', 'kr (17)', 'es (15)', 'se (51)', 'ch (46)', 'tw (27)', 'th (24)', 'tr (15)', 'ua (4)', 'ae (32)', 'uy (7)', 'vn (14)']"
15996,0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,939109.0,57,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']","['us (1)', 'gb (1)', 'au (1)', 'bg (1)', 'ca (1)', 'ee (1)', 'gr (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'nz (1)', 'no (1)', 'pt (1)', 'sk (1)']"
15997,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,877405.0,58,"['trap', 'viral rap']","['us (1)', 'au (1)', 'bg (1)', 'ca (1)', 'dk (1)', 'eg (1)', 'fi (1)', 'de (1)', 'gr (1)', 'is (1)', 'lv (1)', 'lu (1)', 'nl (1)', 'nz (1)', 'sa (3)', 'ch (1)', 'tr (1)', 'ae (2)']"
16002,1KCSPY1glIKqW2TotWuXOR,P!nk,13648844.0,79,"['dance pop', 'pop']","['us (4)', 'gb (11)', 'ar (1)', 'au (15)', 'at (12)', 'be (9)', 'bo (2)', 'br (4)', 'bg (6)', 'ca (9)', 'cl (1)', 'co (2)', 'cr (3)', 'cy (4)', 'cz (10)', 'dk (8)', 'do (2)', 'ec (2)', 'sv (2)', 'ee (10)', 'fi (9)', 'fr (8)', 'de (9)', 'gr (6)', 'gt (2)', 'hn (2)', 'hk (8)', 'hu (13)', 'is (6)', 'in (1)', 'id (3)', 'ie (13)', 'il (2)', 'it (5)', 'jp (2)', 'lv (9)', 'lt (10)', 'lu (8)', 'my (8)', 'mt (8)', 'mx (3)', 'nl (11)', 'nz (14)', 'ni (1)', 'no (12)', 'pa (3)', 'py (2)', 'pe (1)', 'ph (4)', 'pl (6)', 'pt (6)', 'ro (2)', 'sg (8)', 'sk (8)', 'za (4)', 'es (3)', 'se (10)', 'ch (12)', 'tw (12)', 'th (4)', 'tr (2)', 'ae (1)', 'uy (2)', 'vn (2)']"
16016,55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,1021256.0,71,"['dance pop', 'pop', 'post-teen pop']","['us (3)', 'gb (2)', 'au (3)', 'at (3)', 'be (3)', 'bo (1)', 'bg (2)', 'ca (3)', 'cy (3)', 'cz (6)', 'dk (3)', 'ee (3)', 'fi (4)', 'de (1)', 'gr (3)', 'hk (2)', 'hu (6)', 'is (2)', 'id (1)', 'ie (2)', 'lv (3)', 'lt (5)', 'lu (3)', 'my (1)', 'mt (4)', 'nl (2)', 'nz (3)', 'no (6)', 'ph (1)', 'pl (3)', 'pt (2)', 'ro (1)', 'sa (1)', 'sg (3)', 'sk (6)', 'za (1)', 'se (2)', 'ch (2)', 'tw (3)', 'tr (1)', 'ae (1)']"
16027,6s22t5Y3prQHyaHWUN1R1C,AJR,2494224.0,76,['modern rock'],"['us (6)', 'gb (2)', 'au (4)', 'at (4)', 'be (1)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (5)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (2)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (3)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'jp (1)', 'lv (3)', 'lt (4)', 'lu (2)', 'my (2)', 'mt (3)', 'nl (1)', 'nz (3)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'ph (3)', 'pl (1)', 'pt (1)', 'ro (2)', 'sg (3)', 'sk (3)', 'kr (2)', 'es (1)', 'se (1)', 'ch (2)', 'tw (3)', 'tr (1)', 'ae (1)', 'uy (1)']"
16031,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,4126091.0,71,"['contemporary country', 'country', 'country road']","['us (3)', 'ca (2)']"
16083,4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1326046.0,64,"['modern rock', 'rock']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (2)', 'it (3)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (2)', 'th (1)', 'tr (1)', 'uy (1)']"
16116,6KImCVD70vtIoJWnq6nGn3,Harry Styles,23284667.0,91,['pop'],"['us (35)', 'gb (35)', 'ar (23)', 'au (35)', 'at (24)', 'be (22)', 'bo (20)', 'br (23)', 'bg (32)', 'ca (35)', 'cl (19)', 'co (20)', 'cr (21)', 'cy (25)', 'cz (29)', 'dk (20)', 'do (18)', 'ec (19)', 'eg (17)', 'sv (21)', 'ee (35)', 'fi (24)', 'fr (15)', 'de (18)', 'gr (30)', 'gt (18)', 'hn (20)', 'hk (16)', 'hu (31)', 'is (30)', 'in (6)', 'id (9)', 'ie (35)', 'il (17)', 'it (20)', 'jp (4)', 'lv (34)', 'lt (35)', 'lu (21)', 'my (23)', 'mt (22)', 'mx (21)', 'ma (7)', 'nl (21)', 'nz (35)', 'ni (20)', 'no (21)', 'pa (19)', 'py (19)', 'pe (19)', 'ph (20)', 'pl (34)', 'pt (35)', 'ro (21)', 'ru (1)', 'sa (18)', 'sg (21)', 'sk (33)', 'za (18)', 'kr (17)', 'es (20)', 'se (21)', 'ch (21)', 'tw (8)', 'th (5)', 'tr (4)', 'ua (3)', 'ae (22)', 'uy (20)', 'vn (6)', 'ad (1)']"
16122,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,8319650.0,82,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (43)', 'gb (23)', 'ar (3)', 'au (19)', 'at (12)', 'be (15)', 'bo (4)', 'br (5)', 'bg (19)', 'ca (44)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (18)', 'cz (11)', 'dk (17)', 'do (7)', 'ec (4)', 'eg (4)', 'sv (4)', 'ee (14)', 'fi (12)', 'fr (8)', 'de (13)', 'gr (18)', 'gt (4)', 'hn (4)', 'hk (11)', 'hu (16)', 'is (21)', 'in (4)', 'id (6)', 'ie (13)', 'il (9)', 'it (5)', 'jp (4)', 'lv (15)', 'lt (15)', 'lu (21)', 'my (10)', 'mt (11)', 'mx (4)', 'ma (7)', 'nl (14)', 'nz (19)', 'ni (4)', 'no (16)', 'pa (5)', 'py (4)', 'pe (3)', 'ph (9)', 'pl (8)', 'pt (13)', 'ro (10)', 'ru (2)', 'sa (5)', 'sg (10)', 'sk (15)', 'za (29)', 'kr (4)', 'es (4)', 'se (16)', 'ch (22)', 'tw (14)', 'th (6)', 'tr (6)', 'ua (2)', 'ae (9)', 'uy (3)', 'vn (3)', 'ad (2)']"
16219,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,5392105.0,72,"['contemporary country', 'country', 'country dawn', 'oklahoma country']","['us (5)', 'ca (3)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'my (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'tw (1)']"
16239,50co4Is1HCEo8bhOyUWKpn,Young Thug,7455539.0,84,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (46)', 'gb (5)', 'au (7)', 'at (4)', 'be (5)', 'bg (12)', 'ca (30)', 'cr (1)', 'cy (6)', 'cz (3)', 'dk (5)', 'do (1)', 'eg (4)', 'ee (5)', 'fi (4)', 'fr (2)', 'de (4)', 'gr (12)', 'hk (2)', 'hu (6)', 'is (25)', 'id (1)', 'ie (4)', 'il (4)', 'it (1)', 'jp (1)', 'lv (7)', 'lt (7)', 'lu (8)', 'my (3)', 'mt (4)', 'ma (6)', 'nl (2)', 'nz (8)', 'no (7)', 'pa (1)', 'ph (2)', 'pl (2)', 'pt (4)', 'ro (9)', 'sa (6)', 'sg (2)', 'sk (6)', 'za (16)', 'kr (2)', 'se (2)', 'ch (7)', 'tw (2)', 'th (1)', 'tr (2)', 'ae (8)', 'vn (1)']"
16275,3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,400395.0,62,"['pop', 'pop rap', 'r&b']","['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']"
16279,2Waw2sSbqvAwK8NwACNjVo,Bo Burnham,1574376.0,72,['comic'],"['us (9)', 'gb (5)', 'au (3)', 'at (2)', 'be (1)', 'bg (1)', 'ca (5)', 'cy (1)', 'cz (1)', 'dk (2)', 'ee (3)', 'fi (1)', 'de (2)', 'gr (1)', 'hu (1)', 'is (3)', 'ie (4)', 'lv (3)', 'lt (3)', 'nl (1)', 'nz (2)', 'no (2)', 'pl (1)', 'ro (1)', 'sa (2)', 'sk (1)', 'se (2)', 'ch (1)', 'ae (1)']"
16281,4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,178458.0,63,"['dutch house', 'dutch pop']","['us (1)', 'gb (2)', 'au (1)', 'at (1)', 'be (5)', 'bg (1)', 'ca (2)', 'cy (1)', 'cz (1)', 'dk (2)', 'do (1)', 'ee (2)', 'fi (3)', 'fr (2)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (2)', 'il (1)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'my (1)', 'mt (2)', 'nl (13)', 'nz (1)', 'no (3)', 'ph (1)', 'pl (2)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'se (3)', 'ch (1)', 'tw (3)', 'th (1)', 'vn (1)']"
16284,711MCceyCBcFnzjGY4Q7Un,AC/DC,24321731.0,80,"['australian rock', 'hard rock', 'rock']","['us (1)', 'gb (4)', 'ar (6)', 'au (4)', 'at (2)', 'be (3)', 'br (15)', 'bg (2)', 'ca (3)', 'cl (3)', 'co (3)', 'cr (3)', 'cy (2)', 'cz (3)', 'dk (4)', 'ec (3)', 'fi (9)', 'fr (2)', 'de (3)', 'gr (1)', 'hu (4)', 'is (2)', 'ie (8)', 'il (1)', 'it (4)', 'lv (1)', 'lt (1)', 'lu (2)', 'mx (3)', 'nl (2)', 'nz (3)', 'no (7)', 'pe (5)', 'pl (8)', 'pt (6)', 'ro (2)', 'sk (3)', 'es (3)', 'se (9)', 'ch (13)', 'tw (1)', 'tr (4)']"
16286,21WS9wngs9AqFckK7yYJPM,PnB Rock,3484324.0,73,"['melodic rap', 'pop', 'pop rap', 'rap', 'trap']","['us (6)', 'ca (4)']"
16307,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,4896828.0,76,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","['us (15)', 'ca (12)', 'cy (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'lt (1)', 'my (1)', 'mt (1)', 'sk (1)', 'tw (2)']"
16340,7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,391057.0,60,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house', 'uk pop']","['us (1)', 'au (1)', 'at (3)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (2)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (3)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (5)', 'lu (1)', 'my (1)', 'mt (2)', 'nl (1)', 'no (5)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (2)', 'es (1)', 'se (4)', 'ch (2)', 'tw (1)', 'tr (1)']"
16350,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,13643957.0,89,"['puerto rican pop', 'trap latino']","['us (3)', 'ar (29)', 'at (1)', 'be (1)', 'bo (30)', 'bg (1)', 'ca (1)', 'cl (39)', 'co (26)', 'cr (26)', 'cy (1)', 'dk (1)', 'do (49)', 'ec (30)', 'sv (28)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gt (25)', 'hn (29)', 'hk (1)', 'hu (1)', 'ie (1)', 'il (1)', 'it (2)', 'lv (1)', 'lt (1)', 'lu (2)', 'my (1)', 'mt (1)', 'mx (22)', 'ma (1)', 'nl (1)', 'ni (24)', 'no (1)', 'pa (40)', 'py (32)', 'pe (29)', 'ph (1)', 'pt (3)', 'ro (1)', 'sa (2)', 'sg (1)', 'sk (1)', 'kr (1)', 'es (41)', 'se (1)', 'ch (4)', 'tw (1)', 'th (1)', 'ae (2)', 'uy (30)', 'ad (6)']"
16369,3rWZHrfrsPBxVy692yAIxF,WILLOW,2234179.0,76,"['afrofuturism', 'pop', 'post-teen pop']","['us (2)', 'gb (2)', 'au (2)', 'at (1)', 'be (1)', 'bo (1)', 'bg (2)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gt (1)', 'hn (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (2)', 'il (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (1)', 'pe (1)', 'ph (1)', 'pt (1)', 'ro (2)', 'sa (2)', 'sg (2)', 'sk (1)', 'za (2)', 'kr (2)', 'se (1)', 'ch (1)', 'th (1)', 'tr (1)', 'ae (2)', 'vn (1)']"
16389,5INjqkS1o8h1imAzPqGZBb,Tame Impala,5859109.0,80,"['australian psych', 'neo-psychedelic']","['us (13)', 'gb (10)', 'ar (1)', 'au (24)', 'be (5)', 'ca (4)', 'cz (1)', 'ee (9)', 'fr (2)', 'is (6)', 'id (1)', 'ie (8)', 'il (1)', 'lv (6)', 'lt (9)', 'mt (3)', 'mx (1)', 'nl (1)', 'nz (6)', 'ni (1)', 'no (1)', 'pl (3)', 'pt (9)', 'sk (1)', 'ch (2)', 'tw (1)', 'tr (1)']"
16400,4iDroUFo89Y7YBsdDTBmTD,Sueco,473373.0,66,"['cali rap', 'pop rap']","['us (2)', 'ca (3)', 'no (1)', 'za (1)']"
16417,0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,2652272.0,72,"['dance pop', 'latin pop', 'mexican pop', 'reggaeton']","['us (2)', 'gb (2)', 'ar (7)', 'au (2)', 'at (2)', 'be (2)', 'bo (9)', 'br (2)', 'bg (3)', 'ca (3)', 'cl (6)', 'co (4)', 'cr (4)', 'cy (2)', 'cz (3)', 'dk (2)', 'do (3)', 'ec (7)', 'sv (4)', 'ee (3)', 'fi (2)', 'fr (1)', 'de (2)', 'gr (3)', 'gt (5)', 'hn (4)', 'hk (3)', 'hu (3)', 'is (1)', 'in (1)', 'ie (3)', 'il (2)', 'it (3)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (2)', 'mt (3)', 'mx (7)', 'ma (1)', 'nl (2)', 'nz (2)', 'ni (3)', 'no (2)', 'pa (5)', 'py (6)', 'pe (8)', 'ph (2)', 'pl (3)', 'pt (2)', 'ro (2)', 'sa (1)', 'sg (3)', 'sk (3)', 'es (8)', 'se (2)', 'ch (3)', 'tw (2)', 'th (1)', 'tr (3)', 'ae (1)', 'uy (8)', 'vn (1)']"
16427,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9784282.0,78,"['atl hip hop', 'hip hop', 'pop', 'rap']","['us (21)', 'gb (7)', 'ar (1)', 'au (17)', 'at (3)', 'be (4)', 'bo (2)', 'br (2)', 'bg (6)', 'ca (16)', 'cl (1)', 'co (3)', 'cr (2)', 'cy (4)', 'cz (4)', 'dk (4)', 'do (3)', 'ec (2)', 'sv (2)', 'ee (6)', 'fi (3)', 'fr (3)', 'de (3)', 'gr (4)', 'gt (2)', 'hn (3)', 'hk (4)', 'hu (4)', 'is (7)', 'id (3)', 'ie (6)', 'il (4)', 'it (3)', 'jp (2)', 'lv (7)', 'lt (7)', 'lu (4)', 'my (4)', 'mt (4)', 'mx (2)', 'ma (1)', 'nl (3)', 'nz (6)', 'ni (2)', 'no (4)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (6)', 'ro (4)', 'sg (4)', 'sk (4)', 'za (1)', 'es (4)', 'se (3)', 'ch (4)', 'tw (4)', 'th (3)', 'tr (3)', 'ae (1)', 'uy (1)', 'vn (3)']"
16453,3g2kUQ6tHLLbmkV7T4GPtL,Fiona Apple,1049144.0,62,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']",['us (1)']
16457,5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,665118.0,68,['afro dancehall'],"['us (1)', 'gb (1)', 'at (1)', 'be (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'de (1)', 'hk (1)', 'is (1)', 'lu (1)', 'nl (1)', 'no (1)', 'za (1)', 'kr (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ae (1)', 'vn (1)']"
16472,26VFTg2z8YR0cCuwLzESi2,Halsey,18336232.0,83,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']","['us (35)', 'gb (9)', 'ar (4)', 'au (16)', 'at (8)', 'be (10)', 'bo (2)', 'br (7)', 'bg (35)', 'ca (19)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (12)', 'cz (13)', 'dk (7)', 'do (5)', 'ec (2)', 'eg (10)', 'sv (6)', 'ee (16)', 'fi (9)', 'fr (3)', 'de (7)', 'gr (23)', 'gt (5)', 'hn (6)', 'hk (15)', 'hu (16)', 'is (8)', 'in (5)', 'id (10)', 'ie (11)', 'il (5)', 'it (6)', 'jp (4)', 'lv (17)', 'lt (16)', 'lu (12)', 'my (17)', 'mt (13)', 'mx (3)', 'ma (4)', 'nl (7)', 'nz (12)', 'ni (4)', 'no (12)', 'pa (6)', 'py (4)', 'pe (2)', 'ph (12)', 'pl (12)', 'pt (12)', 'ro (9)', 'ru (1)', 'sa (11)', 'sg (17)', 'sk (14)', 'za (6)', 'kr (3)', 'es (5)', 'se (8)', 'ch (11)', 'tw (16)', 'th (8)', 'tr (10)', 'ua (2)', 'ae (7)', 'uy (5)', 'vn (7)']"
